id,declarant1.nom,declarant1.nomNaissance,declarant1.prenoms,declarant1.dob,declarant2.nom,declarant2.nomNaissance,declarant2.prenoms,declarant2.dob,adress.ligne1,adress.ligne2,anneeImpots,anneeRevenus,dateRecouvrement,dateEtablissement,nombreParts,situationFamiliale,nombreDePersonneACharge,revenuBrutGlobal,revenuImposable,impotsNetAvantCorrections,impots,revenuFiscalReference,situationPartielle,erreurCorrectif
1902099998001+1902099998001,CORSE DU SUD,MARTIN,Jean-étienne,13/08/1967,MARTIN,BONNET,Sylvie,01/08/1947,Terre-Plein de la Gare 20302 AJACCIO CEDEX 9,20000 AJACCIO,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,2,26 922 €,26 922 €,2 165 €,2 165 €,26 922 €,"(*) Situation  2018  partielle",
1902099998002+1902099998002,CORSE DU SUD,BERNARD,Philippe,22/03/1985,BERNARD,DUPONT,Nathalie,01/12/1973,Terre-Plein de la Gare 20302 AJACCIO CEDEX 10,20000 AJACCIO,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,2,18 410 €,18 410 €,2 165 €,2 165 €,18 410 €,,"Ce document ne correspond pas à la situation la plus récente pour cet usager"
1902099998003+1902099998003,CORSE DU SUD,THOMAS,Michel,19/09/1954,,,,,Terre-Plein de la Gare 20302 AJACCIO CEDEX 11,20000 AJACCIO,2019,2018,10/10/2019,08/07/2019,1,Célibataire,1,18 409 €,18 409 €,2 165 €,2 165 €,18 409 €,"(*) Situation  2018  partielle","Ce document ne correspond pas à la situation la plus récente pour cet usager"
1902099998004+1902099998004,CORSE DU SUD,PETIT,Alain,13/08/1967,PETIT,FONTAINE,Rosette,24/11/1967,Terre-Plein de la Gare 20302 AJACCIO CEDEX 12,20000 AJACCIO,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,2,21 000 €,21 000 €,2 165 €,2 165 €,21 000 €,,
1902099998005+1902099998005,CORSE DU SUD,ROBERT,Patrick,16/02/1949,,,,,Terre-Plein de la Gare 20302 AJACCIO CEDEX 13,20000 AJACCIO,2019,2018,13/07/2019,13/07/2019,1,Célibataire,1,16 550 €,16 550 €,0 €,0 €,16 550 €,,
1902099998006+1902099998006,CORSE DU SUD,RICHARD,Nicolas,13/08/1967,RICHARD,VINCENT,Françoise,13/08/1967,Terre-Plein de la Gare 20302 AJACCIO CEDEX 14,20000 AJACCIO,2019,2018,10/10/2019,08/07/2019,4,Marié(e)s,4,48 751 €,48 751 €,1 432 €,1 432 €,48 751 €,,
1902099998007+1902099998007,CORSE DU SUD,DURAND,Christophe,22/03/1985,,,,,Terre-Plein de la Gare 20302 AJACCIO CEDEX 15,20000 AJACCIO,2019,2018,10/10/2019,08/07/2019,2,Célibataire,2,43 296 €,43 296 €,1 432 €,1 432 €,43 296 €,,
1902099998008+1902099998008,CORSE DU SUD,DUBOIS,Pierre,19/09/1954,DUBOIS,LEFEVRE,Alain,16/02/1949,Terre-Plein de la Gare 20302 AJACCIO CEDEX 16,20000 AJACCIO,2019,2018,10/10/2019,08/07/2019,5,Marié(e)s,5,38 031 €,38 031 €,1 132 €,1 132 €,38 031 €,,
1902099998009+1902099998009,CORSE DU SUD,MOREAU,Christian,13/08/1967,,,,,Terre-Plein de la Gare 20302 AJACCIO CEDEX 17,20000 AJACCIO,2019,2018,10/10/2019,08/07/2019,1,Célibataire,1,33 775 €,33 775 €,731 €,731 €,33 775 €,,
1902099998010+1902099998010,CORSE DU SUD,LAURENT,Éric,16/02/1949,,,,,Terre-Plein de la Gare 20302 AJACCIO CEDEX 18,20000 AJACCIO,2019,2018,13/07/2019,13/07/2019,1,Célibataire,1,18 876 €,18 876 €,0 €,0 €,18 876 €,,
1902099999001+1902099999001,CORSE DU NORD,MARTIN,Jean-étienne,13/08/1967,MARTIN,BONNET,Sylvie,01/08/1947,8 Bd Benoîte Danesi (CS 60008),20411 BASTIA,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,2,26 922 €,26 922 €,2 165 €,2 165 €,26 922 €,"(*) Situation  2018  partielle",
1902099999002+1902099999002,CORSE DU NORD,BERNARD,Philippe,22/03/1985,BERNARD,DUPONT,Nathalie,01/12/1973,8 Bd Benoîte Danesi (CS 60008),20411 BASTIA,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,2,18 410 €,18 410 €,2 165 €,2 165 €,18 410 €,,"Ce document ne correspond pas à la situation la plus récente pour cet usager"
1902099999003+1902099999003,CORSE DU NORD,THOMAS,Michel,19/09/1954,,,,,8 Bd Benoîte Danesi (CS 60008),20411 BASTIA,2019,2018,10/10/2019,08/07/2019,1,Célibataire,1,18 409 €,18 409 €,2 165 €,2 165 €,18 409 €,"(*) Situation  2018  partielle","Ce document ne correspond pas à la situation la plus récente pour cet usager"
1902099999004+1902099999004,CORSE DU NORD,PETIT,Alain,13/08/1967,PETIT,FONTAINE,Rosette,24/11/1967,8 Bd Benoîte Danesi (CS 60008),20411 BASTIA,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,2,21 000 €,21 000 €,2 165 €,2 165 €,21 000 €,,
1902099999005+1902099999005,CORSE DU NORD,ROBERT,Patrick,16/02/1949,,,,,8 Bd Benoîte Danesi (CS 60008),20411 BASTIA,2019,2018,13/07/2019,13/07/2019,1,Célibataire,1,16 550 €,16 550 €,0 €,0 €,16 550 €,,
1902099999006+1902099999006,CORSE DU NORD,RICHARD,Nicolas,13/08/1967,RICHARD,VINCENT,Françoise,13/08/1967,8 Bd Benoîte Danesi (CS 60008),20411 BASTIA,2019,2018,10/10/2019,08/07/2019,4,Marié(e)s,4,48 751 €,48 751 €,1 432 €,1 432 €,48 751 €,,
1902099999007+1902099999007,CORSE DU NORD,DURAND,Christophe,22/03/1985,,,,,8 Bd Benoîte Danesi (CS 60008),20411 BASTIA,2019,2018,10/10/2019,08/07/2019,2,Célibataire,2,43 296 €,43 296 €,1 432 €,1 432 €,43 296 €,,
1902099999008+1902099999008,CORSE DU NORD,DUBOIS,Pierre,19/09/1954,DUBOIS,LEFEVRE,Alain,16/02/1949,8 Bd Benoîte Danesi (CS 60008),20411 BASTIA,2019,2018,10/10/2019,08/07/2019,5,Marié(e)s,5,38 031 €,38 031 €,1 132 €,1 132 €,38 031 €,,
1902099999009+1902099999009,CORSE DU NORD,MOREAU,Christian,13/08/1967,,,,,8 Bd Benoîte Danesi (CS 60008),20411 BASTIA,2019,2018,10/10/2019,08/07/2019,1,Célibataire,1,33 775 €,33 775 €,731 €,731 €,33 775 €,,
1902099999010+1902099999010,CORSE DU NORD,LAURENT,Éric,16/02/1949,,,,,8 Bd Benoîte Danesi (CS 60008),20411 BASTIA,2019,2018,13/07/2019,13/07/2019,1,Célibataire,1,18 876 €,18 876 €,0 €,0 €,18 876 €,,
1802599999001+1802599999001,MARTIN,MARTIN,Jean-étienne,13/08/1967,MARTIN,BONNET,Sylvie,01/08/1947,3 Rue Jean Jaurès,25500 Morteau,2018,2017,10/10/2018,08/07/2018,2,Marié(e)s,2,26 922 €,26 922 €,2 165 €,2 165 €,26 922 €,"(*) Situation  2017  partielle",
1802599999002+1802599999002,BERNARD,BERNARD,Philippe,22/03/1985,BERNARD,DUPONT,Nathalie,01/12/1973,1 Rue des Marronniers,25500 Morteau,2018,2017,10/10/2018,08/07/2018,2,Marié(e)s,2,18 410 €,18 410 €,2 165 €,2 165 €,18 410 €,,"Ce document ne correspond pas à la situation la plus récente pour cet usager"
1802599999003+1802599999003,THOMAS,THOMAS,Michel,19/09/1954,,,,,1 Rossignier Haut,25570 Grand'Combe-Châteleu,2018,2017,10/10/2018,08/07/2018,1,Célibataire,1,18 409 €,18 409 €,2 165 €,2 165 €,18 409 €,"(*) Situation  2017  partielle","Ce document ne correspond pas à la situation la plus récente pour cet usager"
1802599999004+1802599999004,PETIT,PETIT,Alain,13/08/1967,PETIT,FONTAINE,Rosette,24/11/1967,5 rue du Tacot,25660 Montrond-le-Château,2018,2017,10/10/2018,08/07/2018,2,Marié(e)s,2,21 000 €,21 000 €,2 165 €,2 165 €,21 000 €,,
1802599999005+1802599999005,ROBERT,ROBERT,Patrick,16/02/1949,,,,,3 Rue Jean Jaurès,25500 Morteau,2018,2017,13/07/2018,13/07/2018,1,Célibataire,1,16 550 €,16 550 €,0 €,0 €,16 550 €,,
1802599999006+1802599999006,RICHARD,RICHARD,Nicolas,13/08/1967,RICHARD,VINCENT,Françoise,13/08/1967,1 Rue des Marronniers,25500 Morteau,2018,2017,10/10/2018,08/07/2018,4,Marié(e)s,4,48 751 €,48 751 €,1 432 €,1 432 €,48 751 €,,
1802599999007+1802599999007,DURAND,DURAND,Christophe,22/03/1985,,,,,1 Rossignier Haut,25570 Grand'Combe-Châteleu,2018,2017,10/10/2018,08/07/2018,2,Célibataire,2,43 296 €,43 296 €,1 432 €,1 432 €,43 296 €,,
1802599999008+1802599999008,DUBOIS,DUBOIS,Pierre,19/09/1954,DUBOIS,LEFEVRE,Alain,16/02/1949,5 rue du Tacot,25660 Montrond-le-Château,2018,2017,10/10/2018,08/07/2018,5,Marié(e)s,5,38 031 €,38 031 €,1 132 €,1 132 €,38 031 €,,
1802599999009+1802599999009,MOREAU,MOREAU,Christian,13/08/1967,,,,,3 Rue Jean Jaurès,25500 Morteau,2018,2017,10/10/2018,08/07/2018,1,Célibataire,1,33 775 €,33 775 €,731 €,731 €,33 775 €,,
1802599999010+1802599999010,LAURENT,LAURENT,Éric,16/02/1949,,,,,1 Rue des Marronniers,25500 Morteau,2018,2017,13/07/2018,13/07/2018,1,Célibataire,1,18 876 €,18 876 €,Non imposable,Non imposable,18 876 €,,
1802599999011+1802599999011,SIMON,SIMON,Frédéric,16/02/1949,SIMON,MERCIER,Amina,19/09/1954,1 Rossignier Haut,25570 Grand'Combe-Châteleu,2018,2017,10/10/2018,08/07/2018,2,Marié(e)s,2,25 258 €,25 258 €,0 €,0 €,25 258 €,,
1802599999012+1802599999012,MICHEL,MICHEL,Laurent,13/08/1967,MICHEL,BLANC,Isabelle,13/08/1967,5 rue du Tacot,25660 Montrond-le-Château,2018,2017,10/10/2018,08/07/2018,2,Marié(e)s,2,20 000 €,20 000 €,0 €,0 €,20 000 €,,
1802599999013+1802599999013,LEFEBVRE,LEFEBVRE,Stéphane,22/03/1985,,,,,3 Rue Jean Jaurès,25500 Morteau,2018,2017,10/10/2018,08/07/2018,3,Célibataire,3,4 394 €,4 394 €,0 €,0 €,4 394 €,,
1802599999014+1802599999014,LEROY,LEROY,David,19/09/1954,LEROY,BOYER,Catherine,13/08/1967,1 Rue des Marronniers,25500 Morteau,2018,2017,10/10/2018,08/07/2018,2,Marié(e)s,2,29 505 €,29 505 €,2 165 €,2 165 €,29 505 €,,
1802599999015+1802599999015,ROUX,ROUX,Pascal,13/08/1967,,,,,1 Rossignier Haut,25570 Grand'Combe-Châteleu,2018,2017,13/07/2018,13/07/2018,3,Célibataire,3,25 256 €,25 256 €,2 165 €,2 165 €,25 256 €,,
1802599999016+1802599999016,DAVID,DAVID,Daniel,16/02/1949,DAVID,CHEVALIER,Rose,19/09/1954,5 rue du Tacot,25660 Montrond-le-Château,2018,2017,10/10/2018,08/07/2018,2,Marié(e)s,2,29 880 €,29 880 €,2 165 €,2 165 €,29 880 €,,
1802599999017+1802599999017,BERTRAND,BERTRAND,Alexandre,13/08/1967,,,,,3 Rue Jean Jaurès,25500 Morteau,2018,2017,10/10/2018,08/07/2018,1,Célibataire,1,29 880 €,29 880 €,2 165 €,2 165 €,29 880 €,,
1802599999018+1802599999018,MOREL,MOREL,Julien,22/03/1985,MOREL,LEGRAND,Florence,01/08/1947,1 Rue des Marronniers,25500 Morteau,2018,2017,10/10/2018,08/07/2018,2,Marié(e)s,2,37 825 €,37 825 €,2 665 €,2 665 €,37 825 €,,
1802599999019+1802599999019,FOURNIER,FOURNIER,Thierry,19/09/1954,,,,,1 Rossignier Haut,25570 Grand'Combe-Châteleu,2018,2017,10/10/2018,08/07/2018,1,Célibataire,1,32 376 €,32 376 €,2 165 €,2 165 €,32 376 €,,
1802599999020+1802599999020,GIRARD,GIRARD,Olivier,13/08/1967,,,,,5 rue du Tacot,25660 Montrond-le-Château,2018,2017,13/07/2018,13/07/2018,1,Célibataire,1,48 751 €,48 751 €,1 123 €,1 123 €,48 751 €,,
1901399999001+1901399999001,MARTINEZ,MARTINEZ,JEAN,01/01/1955,,,,,1 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,1,Célibataire,0,16 000 €,16 000 €,Non imposable,Non imposable,14 000 €,,
1901399999002+1901399999002,BERTRAND,BERTRAND,MARIE,02/01/1955,JACQUET,JACQUET,RENEE,01/07/1970,2 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,0,22 000 €,22 000 €,100 €,100 €,20 000 €,,
1901399999003+1901399999003,GIRARD,GIRARD,PIERRE,03/01/1955,,,,,3 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Célibataire,1,22 000 €,22 000 €,100 €,100 €,20 000 €,,
1901399999004+1901399999004,BLANC,BLANC,MICHEL,04/01/1955,PARIS,RIVET,CAMILLE,01/07/1970,4 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,3,Marié(e)s,1,27 000 €,27 000 €,100 €,100 €,25 000 €,,
1901399999005+1901399999005,BONNET,BROUSSE,CLAUDE,05/01/1955,,,,,5 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,3,Célibataire,2,27 000 €,27 000 €,100 €,100 €,25 000 €,,
1901399999006+1901399999006,MOREL,MOREL,ANDRE,06/01/1955,DUPUIS,DUPUIS,LEON,01/07/1970,6 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,4,Marié(e)s,2,32 000 €,32 000 €,100 €,100 €,30 000 €,,
1901399999007+1901399999007,FOURNIER,FOURNIER,JACQUES,07/01/1955,,,,,7 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,4,Célibataire,3,32 000 €,32 000 €,100 €,100 €,30 000 €,,
1901399999008+1901399999008,LAMBERT,LAMBERT,LOUIS,08/01/1955,JULIEN,YILMAZ,CECILE,01/07/1970,8 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,5,Marié(e)s,3,35 000 €,35 000 €,100 €,100 €,33 000 €,,
1901399999009+1901399999009,VINCENT,VINCENT,ALAIN,09/01/1955,,,,,9 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,5,Célibataire,4,35 000 €,35 000 €,100 €,100 €,33 000 €,,
1901399999010+1901399999010,FAURE,FAURE,PHILIPPE,10/01/1955,POIRIER,LAFFONT,SYLVAIN,01/07/1970,10 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,6,Marié(e)s,4,41 000 €,41 000 €,100 €,100 €,39 000 €,,
1901399999011+1901399999011,ROUSSEAU,ROUSSEAU,BERNARD,11/01/1955,,,,,11 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,6,Célibataire,5,41 000 €,41 000 €,100 €,100 €,39 000 €,,
1901399999012+1901399999012,DUPONT,DUPONT,FRANCOIS,12/01/1955,ROYER,ROYER,XAVIER,01/07/1970,12 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,7,Marié(e)s,5,45 000 €,45 000 €,100 €,100 €,42 000 €,,
1901399999013+1901399999013,FONTAINE,FONTAINE,RENE,13/01/1955,,,,,13 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,1,Célibataire,0, 20 000 € , 20 000 € , 100 € , 100 € , 18 000 € ,,
1901399999014+1901399999014,GUERIN,GUERIN,PAUL,14/01/1955,CARRE,CARRE,FABRICE,01/07/1970,14 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,0, 28 000 € , 28 000 € , 100 € , 100 € , 26 000 € ,,
1901399999015+1901399999015,BOYER,BOYER,DANIEL,15/01/1955,,,,,15 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Célibataire,1, 28 000 € , 28 000 € , 100 € , 100 € , 26 000 € ,,
1901399999016+1901399999016,ANDRE,ANDRE,HENRI,16/01/1955,BAILLY,BABIN,DANIELLE,01/07/1970,16 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,3,Marié(e)s,1, 32 000 € , 32 000 € , 100 € , 100 € , 30 000 € ,,
1901399999017+1901399999017,GARNIER,GARNIER,CHRISTIAN,17/01/1955,,,,,17 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,3,Célibataire,2, 32 000 € , 32 000 € , 100 € , 100 € , 30 000 € ,,
1901399999018+1901399999018,MERCIER,MERCIER,MARCEL,18/01/1955,BERTIN,BUREL,CORINNE,01/07/1970,18 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,4,Marié(e)s,2, 41 000 € , 41 000 € , 100 € , 100 € , 39 000 € ,,
1901399999019+1901399999019,MULLER,MULLER,GEORGES,19/01/1955,,,,,19 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,4,Célibataire,3, 41 000 € , 41 000 € , 100 € , 100 € , 39 000 € ,,
1901399999020+1901399999020,LEFEVRE,LEFEVRE,JOSEPH,20/01/1955,RENAULT,LENFANT,YVETTE,01/07/1970,20 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,5,Marié(e)s,3, 45 000 € , 45 000 € , 100 € , 100 € , 43 000 € ,,
1901399999021+1901399999021,LOPEZ,LOPEZ,GERARD,21/01/1955,,,,,21 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,5,Célibataire,4, 45 000 € , 45 000 € , 100 € , 100 € , 43 000 € ,,
1901399999022+1901399999022,FRANCOIS,FRANCOIS,ROBERT,22/01/1955,MENARD,OLIVE,VIRGINIE,01/07/1970,22 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,6,Marié(e)s,4, 52 000 € , 52 000 € , 100 € , 100 € , 50 000 € ,,
1901399999023+1901399999023,PERRIN,PERRIN,ROGER,23/01/1955,,,,,23 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,6,Célibataire,5, 52 000 € , 52 000 € , 100 € , 100 € , 50 000 € ,,
1901399999024+1901399999024,GAUTHIER,GAUTHIER,PATRICK,24/01/1955,,,,,24 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,1,Célibataire,0, 22 000 € , 22 000 € , 100 € , 100 € , 20 000 € ,,
1901399999025+1901399999025,CHEVALIER,CHEVALIER,DOMINIQUE,25/01/1955,BESSON,ALONSO,MARCELLE,01/07/1970,25 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,0, 22 000 € , 22 000 € , 100 € , 100 € , 20 000 € ,,
1901399999026+1901399999026,CLEMENT,CLEMENT,MAURICE,26/01/1955,,,,,26 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,1,Célibataire,0,16 000 €,16 000 €,Non imposable,Non imposable,14 000 €,,
1901399999027+1901399999027,GAUTIER,GAUTIER,YVES,27/01/1955,FERREIRA,BAILLEUL,JULIE,01/07/1970,27 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,0,22 000 €,22 000 €,100 €,100 €,20 000 €,,
1901399999028+1901399999028,PEREZ,PEREZ,MARC,28/01/1955,,,,,28 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Célibataire,1,22 000 €,22 000 €,100 €,100 €,20 000 €,,
1901399999029+1901399999029,ROBIN,ROBIN,GUY,29/01/1955,GONCALVES,GILLOT,LUCIENNE,01/07/1970,29 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,3,Marié(e)s,1,27 000 €,27 000 €,100 €,100 €,25 000 €,,
1901399999030+1901399999030,MATHIEU,MATHIEU,CHRISTOPHE,30/01/1955,,,,,30 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,3,Célibataire,2,27 000 €,27 000 €,100 €,100 €,25 000 €,,
1901399999031+1901399999031,MORIN,MORIN,ERIC,31/01/1955,DUPONT,JANVIER,GERMAINE,01/07/1970,31 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,4,Marié(e)s,2,32 000 €,32 000 €,100 €,100 €,30 000 €,,
1901399999032+1901399999032,HENRY,HENRY,PASCAL,01/02/1955,,,,,32 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,4,Célibataire,3,32 000 €,32 000 €,100 €,100 €,30 000 €,,
1901399999033+1901399999033,SANCHEZ,DUBOS,FRANCOISE,02/02/1955,HERNANDEZ,HERNANDEZ,ROMAIN,01/07/1970,33 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,5,Marié(e)s,3,35 000 €,35 000 €,100 €,100 €,33 000 €,,
1901399999034+1901399999034,LEGRAND,LEGRAND,LAURENT,03/02/1955,,,,,34 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,5,Célibataire,4,35 000 €,35 000 €,100 €,100 €,33 000 €,,
1901399999035+1901399999035,NICOLAS,NICOLAS,RAYMOND,04/02/1955,FANNY,,MARIUS,01/07/1970,35 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,6,Marié(e)s,4,41 000 €,41 000 €,100 €,100 €,39 000 €,,
1901399999036+1901399999036,BRUN,BRUN,CHARLES,05/02/1955,,,,,36 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,6,Célibataire,5,41 000 €,41 000 €,100 €,100 €,39 000 €,,
1901399999037+1901399999037,VIDAL,VIDAL,FREDERIC,06/02/1955,LEBRUN,BRESSON,JEANNINE,01/07/1970,37 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,7,Marié(e)s,5,45 000 €,45 000 €,100 €,100 €,42 000 €,,
1901399999038+1901399999038,ROUSSEL,GARCIN,ANNE,07/02/1955,,,,,38 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,1,Célibataire,0, 20 000 € , 20 000 € , 100 € , 100 € , 18 000 € ,,
1901399999039+1901399999039,ARNAUD,ARNAUD,THIERRY,08/02/1955,GERMAIN,CAZENAVE,CLAUDINE,01/07/1970,39 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,0, 28 000 € , 28 000 € , 100 € , 100 € , 26 000 € ,,
1901399999040+1901399999040,DUVAL,LAPIERRE,CATHERINE,09/02/1955,,,,,40 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Célibataire,1, 28 000 € , 28 000 € , 100 € , 100 € , 26 000 € ,,
1901399999041+1901399999041,GIRAUD,GIRAUD,NICOLAS,10/02/1955,LAPORTE,PAQUET,KARINE,01/07/1970,41 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,3,Marié(e)s,1, 32 000 € , 32 000 € , 100 € , 100 € , 30 000 € ,,
1901399999042+1901399999042,NGUYEN,SAIDI,ISABELLE,11/02/1955,,,,,42 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,3,Célibataire,2, 32 000 € , 32 000 € , 100 € , 100 € , 30 000 € ,,
1901399999043+1901399999043,MASSON,MASSON,OLIVIER,12/02/1955,GAY,MAUGER,ODILE,01/07/1970,43 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,4,Marié(e)s,2, 41 000 € , 41 000 € , 100 € , 100 € , 39 000 € ,,
1901399999044+1901399999044,MARCHAND,MARCHAND,DAVID,13/02/1955,,,,,44 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,4,Célibataire,3, 41 000 € , 41 000 € , 100 € , 100 € , 39 000 € ,,
1901399999045+1901399999045,FABRE,FABRE,STEPHANE,14/02/1955,DELMAS,LOUVET,LAETITIA,01/07/1970,45 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,5,Marié(e)s,3, 45 000 € , 45 000 € , 100 € , 100 € , 43 000 € ,,
1901399999046+1901399999046,DENIS,DENIS,SERGE,15/02/1955,,,,,46 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,5,Célibataire,4, 45 000 € , 45 000 € , 100 € , 100 € , 43 000 € ,,
1901399999047+1901399999047,BRUNET,CHARLOT,JEANNE,16/02/1955,LANGLOIS,LANGLOIS,JACKY,01/07/1970,47 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,6,Marié(e)s,4, 52 000 € , 52 000 € , 100 € , 100 € , 50 000 € ,,
1901399999048+1901399999048,MARIE,MARIE,DIDIER,17/02/1955,,,,,48 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,6,Célibataire,5, 52 000 € , 52 000 € , 100 € , 100 € , 50 000 € ,,
1901399999049+1901399999049,MEUNIER,MEUNIER,ALBERT,18/02/1955,,,,,49 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,1,Célibataire,0, 22 000 € , 22 000 € , 100 € , 100 € , 20 000 € ,,
1901399999050+1901399999050,NOEL,NOEL,ANTOINE,19/02/1955,LEGER,MAGNIER,BERNADETTE,01/07/1970,50 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,0, 22 000 € , 22 000 € , 100 € , 100 € , 20 000 € ,,
1901399999051+1901399999051,GAILLARD,PASTOR,NATHALIE,20/02/1955,,,,,51 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,1,Célibataire,0,16 000 €,16 000 €,Non imposable,Non imposable,14 000 €,,
1901399999052+1901399999052,MEYER,PAGE,MONIQUE,21/02/1955,KLEIN,KLEIN,BENOIT,01/07/1970,52 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,0,22 000 €,22 000 €,100 €,100 €,20 000 €,,
1901399999053+1901399999053,ROCHE,ROCHE,LUCIEN,22/02/1955,,,,,53 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Célibataire,1,22 000 €,22 000 €,100 €,100 €,20 000 €,,
1901399999054+1901399999054,RIVIERE,RIVIERE,JULIEN,23/02/1955,PASCAL,SIMONIN,JOSIANE,01/07/1970,54 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,3,Marié(e)s,1,27 000 €,27 000 €,100 €,100 €,25 000 €,,
1901399999055+1901399999055,DUMONT,ROUGIER,SYLVIE,24/02/1955,,,,,55 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,3,Célibataire,2,27 000 €,27 000 €,100 €,100 €,25 000 €,,
1901399999056+1901399999056,FERNANDEZ,JOSSE,CHRISTINE,25/02/1955,PREVOST,PREVOST,LUDOVIC,01/07/1970,56 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,4,Marié(e)s,2,32 000 €,32 000 €,100 €,100 €,30 000 €,,
1901399999057+1901399999057,DUFOUR,DUFOUR,BRUNO,26/02/1955,,,,,57 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,4,Célibataire,3,32 000 €,32 000 €,100 €,100 €,30 000 €,,
1901399999058+1901399999058,BLANCHARD,BLANCHARD,SEBASTIEN,27/02/1955,HAMON,LE BRAS,JOELLE,01/07/1970,58 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,5,Marié(e)s,3,35 000 €,35 000 €,100 €,100 €,33 000 €,,
1901399999059+1901399999059,RENARD,RENARD,GILBERT,28/02/1955,,,,,59 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,5,Célibataire,4,35 000 €,35 000 €,100 €,100 €,33 000 €,,
1901399999060+1901399999060,LUCAS,VIALA,JACQUELINE,01/03/1955,LAMY,LAMY,MICHAEL,01/07/1970,60 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,6,Marié(e)s,4,41 000 €,41 000 €,100 €,100 €,39 000 €,,
